website,name,price,rating,discount,link
Jumia,W&O X10S - Multifunctional Sports - 46MM - Super Amoled - Silver,EGP 899.96,3 out of 5,33%,https://www.jumia.com.eg/wo-x10s-multifunctional-sports-46mm-super-amoled-silver-126075483.html
Jumia,"Honor Magic 7 Pro Full Protection Case With Visa Card Slot, Metal Ring & Slider Camera Cover",EGP 199.00,No rating found,50%,https://www.jumia.com.eg/generic-honor-magic-7-pro-full-protection-case-with-visa-card-slot-metal-ring-slider-camera-cover-133343844.html
Jumia,Selfie Stick Bluetooth-color Black,EGP 126.75,4.1 out of 5,33%,https://www.jumia.com.eg/generic-selfie-stick-bluetooth-color-black-68745508.html
Jumia,"XIAOMI Poco C75 - 6.8"" 256GB/8GB Dual SIM 4G Mobile Phone - Black","EGP 6,222.00",No rating found,23%,https://www.jumia.com.eg/xiaomi-poco-c75-6.8-256gb8gb-dual-sim-4g-mobile-phone-black-133541111.html
Jumia,Matrix N82-20000mAh Power Bank Fast Charging 22.5W With LED Torch - White,EGP 999.00,4.5 out of 5,No discount found,https://www.jumia.com.eg/matrix-n82-20000mah-power-bank-fast-charging-22.5w-with-led-torch-white-110923229.html
Jumia,"Motorola Moto G75Case, Multifunctional Magnetic Strap Vertical and Horizontal Design, Slim and Cute Pattern Silicone Case with Kickstand (Motorola Moto G35) (Black)",EGP 190.00,No rating found,No discount found,https://www.jumia.com.eg/generic-motorola-moto-g75case-multifunctional-magnetic-strap-vertical-and-horizontal-design-slim-and-cute-pattern-silicone-case-with-kickstand-motorola-moto-g35-black-133544752.html
Jumia,"OPPO Reno 13F Transparent Anti Fall Shockproof Case Full Protection Cover With Camera Sheild, Clear With Back Frame",EGP 125.00,2.7 out of 5,69%,https://www.jumia.com.eg/generic-oppo-reno-13f-transparent-anti-fall-shockproof-case-full-protection-cover-with-camera-sheild-clear-with-back-frame-132040926.html
Jumia,"Magnetic Case For Samsung Galaxy A55 Case, Compatible With MagSafe, Drop Protection Shockproof Phone Cover For Samsung A55 Crystal Clear",EGP 180.00,5 out of 5,28%,https://www.jumia.com.eg/magnetic-case-for-samsung-galaxy-a55-case-compatible-with-magsafe-drop-protection-shockproof-phone-cover-for-samsung-a55-crystal-clear-generic-mpg3842538.html
Jumia,Otg Type C To Usb Converter Adapter - Silver,EGP 49.00,5 out of 5,30%,https://www.jumia.com.eg/generic-otg-type-c-to-usb-converter-adapter-silver-22618319.html
Jumia,Magnetic Charging Cable For Amafit Pop 3R Smart Watch Black,EGP 160.00,2.3 out of 5,20%,https://www.jumia.com.eg/generic-magnetic-charging-cable-for-amafit-pop-3r-smart-watch-black-116109492.html
Jumia,Vidvie Type-C To USB ،(charging Link)- Fast Charge-3.1A-Original From VIDVIE,EGP 100.00,4.3 out of 5,50%,https://www.jumia.com.eg/vidvie-type-c-to-usb-charging-link-fast-charge-3.1a-original-from-vidvie-38263404.html
Jumia,"Anker Soundcore K20i ENC Headphones, IPX5 Waterproof-Purpel",EGP 990.00,4.2 out of 5,67%,https://www.jumia.com.eg/anker-soundcore-k20i-enc-headphones-ipx5-waterproof-purpel-123462469.html
Jumia,"Wristband Strap For Redmi Watch 2 Lite, Black",EGP 130.00,4.2 out of 5,13%,https://www.jumia.com.eg/generic-wristband-strap-for-redmi-watch-2-lite-black-29158077.html
Jumia,Samsung 45w Fast Wall Charger - Black,EGP 149.00,3 out of 5,85%,https://www.jumia.com.eg/samsung-45w-fast-wall-charger-black-130627701.html
Jumia,"Soundcore Anker P20i Earbuds, 10mm Driver, Bluetooth 5.3, Adjustable EQ, 30H Playtime, IPX5 Water Resistant, 2 Mics With AI, Wireless Earbuds ,18 Month Warranty - Black",EGP 899.00,No rating found,55%,https://www.jumia.com.eg/soundcore-anker-p20i-earbuds-10mm-driver-bluetooth-5.3-adjustable-eq-30h-playtime-ipx5-water-resistant-2-mics-with-ai-wireless-earbuds-18-month-warranty-black-132049377.html
Jumia,"OPPO Mobile Reno 13F, 256GB, 8GB RAM, 4G, Dual SIM - Graphite Grey","EGP 15,477.00",5 out of 5,23%,https://www.jumia.com.eg/oppo-mobile-reno-13f-256gb-8gb-ram-4g-dual-sim-graphite-grey-130188953.html
Jumia,Recci Burton Power Bank 10000 Mah 4 Ports RPB-N16C,EGP 555.00,5 out of 5,72%,https://www.jumia.com.eg/recci-burton-power-bank-10000-mah-4-ports-rpb-n16c-131393023.html
Jumia,For Samsung Galaxy A52s Sliding Camera Cover Design TPU + PC Protective Case With 360 Degree Rotating Holder & Card Slot(Black+Black),EGP 155.00,4.4 out of 5,No discount found,https://www.jumia.com.eg/generic-for-samsung-galaxy-a52s-sliding-camera-cover-design-tpu-pc-protective-case-with-360-degree-rotating-holder-card-slotblackblack-38263097.html
Jumia,"Tentech Soft Silicone Sports Band Compatible With Xiaomi Redmi Watch 2 Lite/ Mi Watch Lite/ Poco Watch/ Redmi Watch 2/ Horloge 2, Adjustable Soft Silicone Wristband With Frame - Black",EGP 125.00,4 out of 5,37%,https://www.jumia.com.eg/generic-tentech-soft-silicone-sports-band-compatible-with-xiaomi-redmi-watch-2-lite-mi-watch-lite-poco-watch-redmi-watch-2-horloge-2-adjustable-soft-silicone-wristband-with-frame-black-106298063.html
Jumia,SODO SD1103 Bluetooth Headphones Hi-Fi Sound With Foldable Design And TF Memory 8 Hours Playtime - Long Battery Life - BLACK,EGP 516.00,3.2 out of 5,No discount found,https://www.jumia.com.eg/sodo-sd1103-bluetooth-headphones-hi-fi-sound-with-foldable-design-and-tf-memory-8-hours-playtime-long-battery-life-black-131345204.html
Jumia,Sandisk Ultra SDSQUNR-128G-GN6MN 128GB 100MB/s UHS-I MicroSDXC Card - Class 10,EGP 685.00,4.1 out of 5,24%,https://www.jumia.com.eg/sandisk-ultra-sdsqunr-128g-gn6mn-128gb-100mbs-uhs-i-microsdxc-card-class-10-27889571.html
Jumia,VOOC Charging Cable - (USB) To (micro) Suitable For OPPO Devices,EGP 75.00,No rating found,No discount found,https://www.jumia.com.eg/generic-vooc-charging-cable-usb-to-micro-suitable-for-oppo-devices-132342491.html
Jumia,Iphone 14 Pro Max Cover Full Protection For Your Mobil 360 Degree,EGP 190.00,3.9 out of 5,No discount found,https://www.jumia.com.eg/generic-iphone-14-pro-max-cover-full-protection-for-your-mobil-360-degree-38084773.html
Jumia,3 PCS WebCam Cover Shutter Magnet Slider Plastic Camera Cover For WebCam IPhone PC Laptops Mobile Smart Phone Privacy Sticker,EGP 120.00,4.4 out of 5,No discount found,https://www.jumia.com.eg/generic-3-pcs-webcam-cover-shutter-magnet-slider-plastic-camera-cover-for-webcam-iphone-pc-laptops-mobile-smart-phone-privacy-sticker-23431631.html
Jumia,Earldom ET-EH59 Adjustable Long Neck Car Holder With Suction Cup For Smartphones,EGP 189.00,5 out of 5,37%,https://www.jumia.com.eg/earldom-et-eh59-adjustable-long-neck-car-holder-with-suction-cup-for-smartphones-133000374.html
Jumia,"Mobile Game Controller With Shooting Aim Buttons And Sensitive Stick PUBG Mobile Game Triggers For IOS, Android, Mac All Device Sizes",EGP 199.00,No rating found,67%,https://www.jumia.com.eg/generic-mobile-game-controller-with-shooting-aim-buttons-and-sensitive-stick-pubg-mobile-game-triggers-for-ios-android-mac-all-device-sizes-132056017.html
Jumia,XIAOMI Redmi 14C - 4GB RAM - 128GB - Blue,"EGP 5,399.00",No rating found,30%,https://www.jumia.com.eg/xiaomi-redmi-14c-4gb-ram-128gb-blue-131492718.html
Jumia,"Honor Pad X9a 11.5 Inch 128GB 8GB RAM ,Wifi Only - Gray With Flip Cover","EGP 9,099.00",5 out of 5,23%,https://www.jumia.com.eg/honor-pad-x9a-11.5-inch-128gb-8gb-ram-wifi-only-gray-with-flip-cover-133525579.html
Jumia,Anker POWER BANK 10000 MAH 22.5W POCKET-SIZED  A1388H11 - BLACK,"EGP 1,560.00",No rating found,17%,https://www.jumia.com.eg/anker-power-bank-10000-mah-22.5w-pocket-sized-a1388h11-black-118242476.html
Jumia,"HK HK10 Ultra 3  Smartwatch Supports Multilingual, Waterproof Up To 10 ATM (2.02 Inch AMOLED) - black","EGP 1,099.90",5 out of 5,56%,https://www.jumia.com.eg/hk-hk10-ultra-3-smartwatch-supports-multilingual-waterproof-up-to-10-atm-2.02-inch-amoled-black-129975177.html
Jumia,"For  Honor 400 - Black Edges Screen Protector HD Tempered Glass,Fingerprint-HDA",EGP 115.00,No rating found,No discount found,https://www.jumia.com.eg/generic-for-honor-400-black-edges-screen-protector-hd-tempered-glassfingerprint-hda-133550985.html
Jumia,Fast Data Cable Type C Usb-1m-color Green,EGP 69.00,4.4 out of 5,43%,https://www.jumia.com.eg/generic-fast-data-cable-type-c-usb-1m-color-green-22737267.html
Jumia,XIAOMI Redmi Note 14 Pro+ - 6.6 Inch 256GB/12GB Dual SIM 4G Mobile Phone - Blue + Free Redmi Watch 5 Active - Black,"EGP 21,999.00",5 out of 5,8%,https://www.jumia.com.eg/xiaomi-redmi-note-14-pro-6.6-inch-256gb12gb-dual-sim-4g-mobile-phone-blue-free-redmi-watch-5-active-black-130936431.html
Jumia,Ring Light 26 Cm With Stand 210 Cm - Black/white,EGP 247.50,4.1 out of 5,10%,https://www.jumia.com.eg/ring-light-26-cm-with-stand-210-cm-blackwhite-generic-mpg742834.html
Jumia,25W Fast Charger with USB Type-C Cable Compatible with Samsung Galaxy A54/S23 A34/S22/A53/M53/S24 Ultra/S24+/S9/S9+/Note10+/Note 10/C55/A14/A15/A24/S10/S10+/M55 and Oppo (Black Charger),EGP 350.00,No rating found,22%,https://www.jumia.com.eg/generic-25w-fast-charger-with-usb-type-c-cable-compatible-with-samsung-galaxy-a54s23-a34s22a53m53s24-ultras24s9s9note10note-10c55a14a15a24s10s10m55-and-oppo-black-charger-133402925.html
Jumia,TenTech Transparent Cover With Shockproof Corners With Card Holder - Card Holder - Heat-resistant Polyurethane Card Holder For IPhone 11 From - Transparent,EGP 73.00,4 out of 5,26%,https://www.jumia.com.eg/tentech-transparent-cover-with-shockproof-corners-with-card-holder-card-holder-heat-resistant-polyurethane-card-holder-for-iphone-11-from-transparent-generic-mpg2062889.html
Jumia,"Havit UC25W PD Type-C Wall Charger Fast Charger 25W - Black With High Speed Charger For Samsung 25watt. Compatible with Samsung smartphones, iPhones, tablets, and other USB-C PD-enabled devices.",EGP 285.00,4.4 out of 5,5%,https://www.jumia.com.eg/havit-uc25w-pd-type-c-wall-charger-fast-charger-25w-black-with-high-speed-charger-for-samsung-25watt.-compatible-with-samsung-smartphones-iphones-tablets-and-other-usb-c-pd-enabled-devices.-52047216.html
Jumia,"Anker Soundcore K20i ENC Earbuds, IPX5 Waterproof, Bluetooth 5.3 - White",EGP 925.00,3.7 out of 5,69%,https://www.jumia.com.eg/anker-soundcore-k20i-enc-earbuds-ipx5-waterproof-bluetooth-5.3-white-129168184.html
Jumia,TenTech Transparent Cover With Shockproof Corners With Card Holder - For Samsung Galaxy A52S - Transparent,EGP 92.00,5 out of 5,43%,https://www.jumia.com.eg/generic-tentech-transparent-cover-with-shockproof-corners-with-card-holder-for-samsung-galaxy-a52s-transparent-54622402.html
Jumia,Celebrat Stereo Earphone - Color - Black,EGP 66.75,3.9 out of 5,56%,https://www.jumia.com.eg/stereo-earphone-color-black-celebrat-mpg1154276.html
Jumia,"Year P9 Wireless Bluetooth Headset, Pure Stereo Sound and Memory Card Support(Green)",EGP 225.00,3 out of 5,36%,https://www.jumia.com.eg/generic-year-p9-wireless-bluetooth-headset-pure-stereo-sound-and-memory-card-supportgreen-122522529.html
Jumia,Replacement Stainless Steel Strap 22mm For Huawei Watch GT2 46Mmm Smart Watch - Black,EGP 130.00,4.3 out of 5,No discount found,https://www.jumia.com.eg/replacement-stainless-steel-strap-22mm-for-huawei-watch-gt2-46mmm-smart-watch-black-generic-mpg747380.html
Jumia,"Dz Smart Watch Silicone Band For Android & iOS,Black - DZ09",EGP 599.00,No rating found,33%,https://www.jumia.com.eg/dz-smart-watch-silicone-band-for-android-iosblack-dz09-133546754.html
Jumia,Metal Stainless Steel Strap 22mm Strap For Huawei GT5 46mm 2024 Band Bracelet - Black,EGP 180.00,5 out of 5,40%,https://www.jumia.com.eg/generic-metal-stainless-steel-strap-22mm-strap-for-huawei-gt5-46mm-2024-band-bracelet-black-117975516.html
Jumia,"realme MOBILE C61, 128GB, 6GB RAM, 4G LTE, Dual SIM - Sparkle Gold","EGP 6,150.00",No rating found,59%,https://www.jumia.com.eg/realme-mobile-c61-128gb-6gb-ram-4g-lte-dual-sim-sparkle-gold-130922310.html
Jumia,Samsung Galaxy S24 Ultra - 6.8 Inch - 256GB/12GB RAM - 5G - Dual SIM Mobile Phone - Titanium Gray,"EGP 48,600.00",5 out of 5,15%,https://www.jumia.com.eg/galaxy-s24-ultra-6.8-inch-256gb12gb-ram-5g-dual-sim-mobile-phone-titanium-gray-samsung-mpg3818587.html
Jumia,"Magnetic for Samsung Galaxy A16 Case, (Compatible with Mag-Safe) Slim Matte Back Soft Bumper Military Grade Protection Shockproof Protective Phone Cover for Galaxy A16 5G- 6.7 inch",EGP 200.00,No rating found,20%,https://www.jumia.com.eg/generic-magnetic-for-samsung-galaxy-a16-case-compatible-with-mag-safe-slim-matte-back-soft-bumper-military-grade-protection-shockproof-protective-phone-cover-for-galaxy-a16-5g-6.7-inch-133536387.html
Jumia,Huawei Watch GT4 46mm Anti-Scratch HD Clear Soft Film Screen Protector,EGP 69.00,4.3 out of 5,No discount found,https://www.jumia.com.eg/generic-huawei-watch-gt4-46mm-anti-scratch-hd-clear-soft-film-screen-protector-104728710.html
Jumia,Haino Teko Germany G10 Mini HD IPS AMOLDED Display (4 Pairs Strap+ 2 Free Bracelets) _Gold,"EGP 1,689.00",3.8 out of 5,40%,https://www.jumia.com.eg/haino-teko-germany-g10-mini-hd-ips-amolded-display-4-pairs-strap-2-free-bracelets-gold-131462467.html
Jumia,"Oraimo Necklace Lite Wireless In-Ear Neckband Earphone With Mic, Up To 30 Hours, Black - OEB-311",EGP 730.00,4.8 out of 5,17%,https://www.jumia.com.eg/oraimo-necklace-lite-wireless-in-ear-neckband-earphone-with-mic-up-to-30-hours-black-oeb-311-131603210.html
Jumia,"Top Store Case Compatible With Xiaomi Redmi Note 14 4G, Cover Silicone Transparent TPU Gorilla Anti-shock Protector Camera Shockproof Corners - Clear",EGP 110.00,5 out of 5,56%,https://www.jumia.com.eg/generic-top-store-case-compatible-with-xiaomi-redmi-note-14-4g-cover-silicone-transparent-tpu-gorilla-anti-shock-protector-camera-shockproof-corners-clear-132533374.html
Jumia,"W&O X9 Ultra 2 (Super Amoled) Screen Smart Watch (49Mm/2.2Inch) Full Screen , Space Aluminum Case With Silicone Strap, Wireless Charger - Black",EGP 799.90,4.3 out of 5,48%,https://www.jumia.com.eg/wo-x9-ultra-2-super-amoled-screen-smart-watch-49mm2.2inch-full-screen-space-aluminum-case-with-silicone-strap-wireless-charger-black-101145646.html
Jumia,"Redmi Note 14 Smartphone, 8 + 256 GB, Black,18 Month Manufacturer Warranty","EGP 9,885.00",5 out of 5,11%,https://www.jumia.com.eg/redmi-note-14-smartphone-8-256-gb-black18-month-manufacturer-warranty-130660833.html
Jumia,Vidvie Metal Dual USB Car Charger With Micro USB Cable  - 2.4A Output,EGP 129.00,4.3 out of 5,48%,https://www.jumia.com.eg/vidvie-metal-dual-usb-car-charger-with-micro-usb-cable-2.4a-output-118639516.html
Jumia,Honor X5b - 6.56-inch 4GB/64GB Dual Sim 4G Mobile Phone - Ocean Blue,"EGP 4,020.00",4.5 out of 5,17%,https://www.jumia.com.eg/x5b-6.5-64gb4gb-dual-sim-4g-mobile-phone-ocean-blue-honor-mpg3818118.html
Jumia,Honor X5b - 6.56-inch 4GB/64GB Dual Sim 4G Mobile Phone - Ocean Blue,"EGP 4,020.00",4.5 out of 5,17%,https://www.jumia.com.eg/x5b-6.5-64gb4gb-dual-sim-4g-mobile-phone-ocean-blue-honor-mpg3818118.html
Jumia,XIAOMI POCO X7 Pro Dual SIM Black 12GB RAM 512GB 5G,"EGP 24,000.00",No rating found,No discount found,https://www.jumia.com.eg/xiaomi-poco-x7-pro-dual-sim-black-12gb-ram-512gb-5g-130365397.html
Jumia,Samsung Galaxy A06 Dual SIM 4G 64GB/4GB - Black,"EGP 4,559.00",5 out of 5,27%,https://www.jumia.com.eg/samsung-galaxy-a06-dual-sim-4g-64gb4gb-black-132354515.html
Jumia,Motorola G85 mobile phone Dual SIM 5G 256GB/12GB - Cobalt Blue,"EGP 14,022.00",No rating found,29%,https://www.jumia.com.eg/motorola-g85-mobile-phone-dual-sim-5g-256gb12gb-cobalt-blue-130266043.html
Jumia,"Earldom Earldom ET-BH75 Wireless Earphones - Premium Sound, Long Battery Life  And BT 5.0",EGP 298.90,4.7 out of 5,54%,https://www.jumia.com.eg/et-bh75-wireless-earphones-premium-sound-long-battery-life-and-bt-5.0-earldom-mpg3843435.html
Jumia,"Anker Zolo Type-C Wall Charger, 30 Watt, Black - A2698L11",EGP 580.00,5 out of 5,17%,https://www.jumia.com.eg/anker-zolo-type-c-wall-charger-30-watt-black-a2698l11-131603126.html
Jumia,Xiaomi Mi Watch 2 Lite Soft Silicone Replacement Strap With Amazing Design - Black,EGP 120.00,4.4 out of 5,40%,https://www.jumia.com.eg/generic-xiaomi-mi-watch-2-lite-soft-silicone-replacement-strap-with-amazing-design-black-67771471.html
Jumia,Flexible Mobile Phone Holder for Smartphones - green,EGP 8.00,No rating found,84%,https://www.jumia.com.eg/generic-flexible-mobile-phone-holder-for-smartphones-green-133548679.html
Jumia,Nano Optics Curved Liquid Full Glue Glass Protector With Uv Light Dryer Fingerprint Unlock Fast For Motorola Edge 50 Fusion - 0 - CLEAR,EGP 239.00,3.5 out of 5,No discount found,https://www.jumia.com.eg/generic-nano-optics-curved-liquid-full-glue-glass-protector-with-uv-light-dryer-fingerprint-unlock-fast-for-motorola-edge-50-fusion-0-clear-111207299.html
Jumia,Honor 400 Pro Dual SIM 5G Smartphone - 512GB/12GB - Midnight Black + Choice Earbuds X7 Lite White,"EGP 32,499.00",No rating found,29%,https://www.jumia.com.eg/honor-400-pro-dual-sim-5g-smartphone-512gb12gb-midnight-black-choice-earbuds-x7-lite-white-133551166.html
Jumia,Samsung Galaxy A16 Wallet Cover Transperent Case,EGP 110.00,4.3 out of 5,No discount found,https://www.jumia.com.eg/generic-samsung-galaxy-a16-wallet-cover-transperent-case-130205418.html
Jumia,Blue Spectrum  D-42 Earphone - Black,EGP 65.00,No rating found,57%,https://www.jumia.com.eg/blue-spectrum-d-42-earphone-black-133384958.html
Jumia,PUBG Smartphone Dual L1 R1 Triggers With Adjustable Thickness Screw R11 - Transparent.,EGP 122.00,2.7 out of 5,19%,https://www.jumia.com.eg/generic-pubg-smartphone-dual-l1-r1-triggers-with-adjustable-thickness-screw-r11-transparent.-125136512.html
Jumia,TenTech Soft Silicone Sports Band For Xiaomi Watch 2 Lite / Redmi 2 Lite / Poco / Redmi 2 / Horloge 2 Smart Watch - Black,EGP 110.00,4.1 out of 5,39%,https://www.jumia.com.eg/generic-tentech-soft-silicone-sports-band-for-xiaomi-watch-2-lite-redmi-2-lite-poco-redmi-2-horloge-2-smart-watch-black-59763483.html
Jumia,"Tripod Mobile Holder, Selfie Stick, LED Lighting, Sensitivity Microphone, remote control - Video Accessories Kit AY-49",EGP 299.00,No rating found,57%,https://www.jumia.com.eg/generic-tripod-mobile-holder-selfie-stick-led-lighting-sensitivity-microphone-remote-control-video-accessories-kit-ay-49-133333737.html
Jumia,"Infinix Original Infinix Type-C Fast Charging Cable, USB Type-C Cable 3A 1m Up To 33W, USB Type-C Cable Model C030-C, White",EGP 195.00,4.4 out of 5,51%,https://www.jumia.com.eg/infinix-original-infinix-type-c-fast-charging-cable-usb-type-c-cable-3a-1m-up-to-33w-usb-type-c-cable-model-c030-c-white-52846852.html
Jumia,"Honor 200 - 6.7"" 512GB/12GB Dual SIM 5G Mobile Phone - Moonlight White","EGP 25,131.00",4 out of 5,18%,https://www.jumia.com.eg/200-6.7-512gb12gb-dual-sim-5g-mobile-phone-moonlight-white-honor-mpg3818105.html
Jumia,Anker Soundcore K20I A3994H11 - White .,EGP 850.00,5 out of 5,17%,https://www.jumia.com.eg/anker-soundcore-k20i-a3994h11-white-.-124127200.html
Jumia,Denmen Dennen D01V Android Micro USB Fast Charging Cable - 100 CM - White,EGP 59.99,4.3 out of 5,40%,https://www.jumia.com.eg/denmen-dennen-d01v-android-micro-usb-fast-charging-cable-100-cm-white-37808162.html
Jumia,Designed For IPhone 13 (6.1 Inch) Case Compatible With MagSafe Clear Cover CASE,EGP 125.00,4.4 out of 5,4%,https://www.jumia.com.eg/generic-designed-for-iphone-13-6.1-inch-case-compatible-with-magsafe-clear-cover-case-37778514.html
Jumia,OPPO  ENCO FREE2 WHITE,"EGP 1,350.00",No rating found,33%,https://www.jumia.com.eg/oppo-enco-free2-white-128497795.html
Jumia,Flexible Mobile Phone Holder for Smartphones - Pink,EGP 9.00,No rating found,82%,https://www.jumia.com.eg/generic-flexible-mobile-phone-holder-for-smartphones-pink-133552447.html
Jumia,Newest M10,EGP 200.00,4 out of 5,No discount found,https://www.jumia.com.eg/generic-newest-m10-119372981.html
Jumia,Camelion Plus Alkaline Battery AAAA LR61 1.5V,EGP 250.00,No rating found,No discount found,https://www.jumia.com.eg/camelion-plus-alkaline-battery-aaaa-lr61-1.5v-133567085.html
Jumia,"Poco X7 Pro Cover, With An Ultra-thin Design, Shockproof Polycarbonate And Silicone, With Camera Protection  - BLACK",EGP 190.00,No rating found,No discount found,https://www.jumia.com.eg/generic-poco-x7-pro-cover-with-an-ultra-thin-design-shockproof-polycarbonate-and-silicone-with-camera-protection-black-131912488.html
Jumia,Wireless Headset  M10 With  Power Bank-Black +Free Mobile Holder,EGP 299.00,3.8 out of 5,39%,https://www.jumia.com.eg/generic-wireless-headset-m10-with-power-bank-black-free-mobile-holder-52081150.html
Jumia,"JOY ROOM JR-192 High Capacity 20,000 MAh Fast Charge 22.5W Power Bank - Black","EGP 1,099.00",4.4 out of 5,62%,https://www.jumia.com.eg/d-m219-plus-high-capacity-20000-mah-fast-charge-2-usb-power-bank-black-joyroom-mpg707200.html
Jumia,Oraimo OCD-173CC - PulsLine Date Cable - 5A 3M (Type C to Type-C) - Grey,EGP 199.00,5 out of 5,33%,https://www.jumia.com.eg/oraimo-ocd-173cc-pulsline-date-cable-5a-3m-type-c-to-type-c-grey-131936014.html
Jumia,"Shockproof Tablet Case Compatible with Huawei MatePad SE 11 inch 2024, Slim Trifold PU Shockproof Case with Pencil Holder (Black)",EGP 588.00,No rating found,22%,https://www.jumia.com.eg/generic-shockproof-tablet-case-compatible-with-huawei-matepad-se-11-inch-2024-slim-trifold-pu-shockproof-case-with-pencil-holder-black-130014746.html
Jumia,Sport Silicone Strap For Huawei Watch Fit 3 (2024) Bracelet Pink,EGP 125.00,4.9 out of 5,38%,https://www.jumia.com.eg/generic-sport-silicone-strap-for-huawei-watch-fit-3-2024-bracelet-pink-107796777.html
Jumia,"Glitter Diamond Case For Huawei Watch Fit 3 Protective Case Women, Hard PC Case Lightweight Full Protection Replacement Case For Huawei Watch Fit3  Clear",EGP 175.00,1 out of 5,30%,https://www.jumia.com.eg/generic-glitter-diamond-case-for-huawei-watch-fit-3-protective-case-women-hard-pc-case-lightweight-full-protection-replacement-case-for-huawei-watch-fit3-clear-132979373.html
Jumia,Silicone Case High Quality Padded Inside With Full Camera Protection For Xiaomi Redmi Note 14 Pro 4G (Black),EGP 150.00,No rating found,No discount found,https://www.jumia.com.eg/generic-silicone-case-high-quality-padded-inside-with-full-camera-protection-for-xiaomi-redmi-note-14-pro-4g-black-132576352.html
Jumia,Samsung A06 - 6.7 Inch 64GB/4GB Dual SIM 4G Mobile Phone - Light Blue,"EGP 4,740.00",4.5 out of 5,Official Store,https://www.jumia.com.eg/mobile-galaxy-a06-dual-sim-64gb-4gb-ram-4g-lte-light-blue-samsung-mpg3818089.html
Jumia,"OPPO A5 Pro Full Protection Case Visa Card Slot, Metal Ring & Slider Camera Cover, Black",EGP 195.00,No rating found,51%,https://www.jumia.com.eg/generic-oppo-a5-pro-full-protection-case-visa-card-slot-metal-ring-slider-camera-cover-black-133343549.html
Jumia,360 Degree Rotated And Extendable Mobile Stand For Broadcast,EGP 63.75,3.8 out of 5,25%,https://www.jumia.com.eg/360-degree-rotated-and-extendable-mobile-stand-for-broadcast-generic-mpg828718.html
Jumia,"OPPO  Mobile A3 Dual SIM, 128GB, 6GB RAM, 4G LTE - Starlight White","EGP 8,022.00",4 out of 5,47%,https://www.jumia.com.eg/a3-6.6-128gb6gb-dual-sim-4g-mobile-phone-starlight-white-oppo-mpg3818342.html
Jumia,For Xiaomi Mi Band 6 Solid Color Silicone Replacement Strap Watchband(Black),EGP 110.00,4.5 out of 5,21%,https://www.jumia.com.eg/for-xiaomi-mi-band-6-solid-color-silicone-replacement-strap-watchbandblack-generic-mpg3818801.html
Jumia,"XIAOMI Redmi A5 Dual Sim 4G, 4GB RAM, 64GB, Mobile phone - Midnight Black","EGP 4,399.00",No rating found,23%,https://www.jumia.com.eg/xiaomi-redmi-a5-dual-sim-4g-4gb-ram-64gb-mobile-phone-midnight-black-133541104.html
Jumia,Samsung Galaxy A06 Dual SIM 4G 128GB/4GB Mobile Phone - GOLD 6.7 Inch,"EGP 6,200.00",3 out of 5,No discount found,https://www.jumia.com.eg/samsung-galaxy-a06-dual-sim-4g-128gb4gb-mobile-phone-gold-6.7-inch-130151097.html
Jumia,Samsung A15 Hummer Full Protection Slim Case Kickstand  Camera Shield Cover,EGP 149.00,4.3 out of 5,70%,https://www.jumia.com.eg/generic-samsung-a15-hummer-full-protection-slim-case-kickstand-camera-shield-cover-90324944.html
Jumia,"Samsung Galaxy NOTE 10 LITE   , Hybrid Shock Absorbin Cover With Honeycomb Design- Anti-shock- BLUE   , Hybrid Shock Absorbin Cover With Honeycomb Design- Anti-shock",EGP 165.00,No rating found,No discount found,https://www.jumia.com.eg/generic-samsung-galaxy-note-10-lite-hybrid-shock-absorbin-cover-with-honeycomb-design-anti-shock-blue-hybrid-shock-absorbin-cover-with-honeycomb-design-anti-shock-133026988.html
Jumia,Tempered Glass Screen Protector For Tecno Camon 30  -0- Black,EGP 149.00,4 out of 5,No discount found,https://www.jumia.com.eg/generic-tempered-glass-screen-protector-for-tecno-camon-30-0-black-131720516.html
Jumia,"HK HK9 Ultra 2  MAX Smart Watch, 2.12 Inches Touch Screen, Dual Strap, Black","EGP 1,049.90",4 out of 5,34%,https://www.jumia.com.eg/hk-hk9-ultra-2-max-smart-watch-2.12-inches-touch-screen-dual-strap-black-118410590.html
Jumia,Waterproof Phone Case For Mobile Phones - Transparent,EGP 59.00,4.1 out of 5,41%,https://www.jumia.com.eg/waterproof-phone-case-for-mobile-phones-transparent-generic-mpg829397.html
Jumia,Vivo V50 Dual SIM 256GB 12GB RAM5G -  Blue,"EGP 23,760.00",No rating found,3%,https://www.jumia.com.eg/vivo-v50-dual-sim-256gb-12gb-ram5g-blue-131421020.html
Jumia,Top Store Case Compatible with Huawei Watch Fit 3 (2024) Protective Case Flexible TPU Screen Protector Case Scratch-Resistant Cover Protective Case for Huawei Watch Fit 3 Smartwatch (Black),EGP 125.00,3.3 out of 5,50%,https://www.jumia.com.eg/generic-top-store-case-compatible-with-huawei-watch-fit-3-2024-protective-case-flexible-tpu-screen-protector-case-scratch-resistant-cover-protective-case-for-huawei-watch-fit-3-smartwatch-black-126488527.html
Jumia,360 Mobile Holder  - Black,EGP 220.00,3.5 out of 5,No discount found,https://www.jumia.com.eg/generic-360-mobile-holder-black-19847752.html
